time (epoch),weight (kg)
1414664100.0,47.25
1414665000.0,47.25
1414665900.0,47.25
1414666800.0,47.25
1414667700.0,47.24
1414668600.0,47.25
1414669500.0,47.24
1414670400.0,47.25
1414671300.0,47.25
1414672200.0,47.25
1414673100.0,47.24
1414674000.0,47.25
1414674900.0,47.25
1414675800.0,47.24
1414676700.0,47.24
1414677600.0,47.25
1414678500.0,47.24
1414679400.0,47.24
1414680300.0,47.25
1414681200.0,47.24
1414682100.0,47.24
1414683000.0,47.24
1414683900.0,47.22
1414684800.0,47.22
1414685700.0,47.21
1414686600.0,47.2
1414687500.0,47.19
1414688400.0,47.19
1414689300.0,47.19
1414690200.0,47.19
1414691100.0,47.18
1414692000.0,47.18
1414692900.0,47.17
1414693800.0,47.17
1414694700.0,47.17
1414695600.0,47.17
1414696500.0,47.16
1414697400.0,47.16
1414698300.0,47.17
1414699200.0,47.16
1414700100.0,47.16
1414701000.0,47.16
1414701900.0,47.15
1414702800.0,47.16
1414703700.0,47.15
1414704600.0,47.14
1414705500.0,47.15
1414706400.0,47.15
1414707300.0,47.15
1414708200.0,47.14
1414709100.0,47.14
1414710000.0,47.14
1414710900.0,47.14
1414711800.0,47.14
1414712700.0,47.14
1414713600.0,47.14
1414714500.0,47.14
1414715400.0,47.15
1414716300.0,47.14
1414717200.0,47.14
1414718100.0,47.14
1414719000.0,47.14
1414719900.0,47.14
1414720800.0,47.14
1414721700.0,47.14
1414722600.0,47.15
1414723500.0,47.14
1414724400.0,47.14
1414725300.0,47.15
1414726200.0,47.15
1414727100.0,47.15
1414728000.0,47.18
1414728900.0,47.18
1414729800.0,47.17
1414730700.0,47.17
1414731600.0,47.18
1414732500.0,47.18
1414733400.0,47.18
1414734300.0,47.18
1414735200.0,47.19
1414736100.0,47.19
1414737000.0,47.2
1414737900.0,47.21
1414738800.0,47.23
1414739700.0,47.26
1414740600.0,47.28
1414741500.0,47.27
1414742400.0,47.27
1414743300.0,47.28
1414744200.0,47.29
1414745100.0,47.29
1414746000.0,47.29
1414746900.0,47.31
1414747800.0,47.31
1414748700.0,47.31
1414749600.0,47.32
1414750500.0,47.31
1414751400.0,47.31
1414752300.0,47.32
1414753200.0,47.32
1414754100.0,47.32
1414755000.0,47.33
1414755900.0,47.32
1414756800.0,47.32
1414757700.0,47.32
1414758600.0,47.32
1414759500.0,47.33
1414760400.0,47.32
1414761300.0,47.33
1414762200.0,47.33
1414763100.0,47.33
1414764000.0,47.33
1414764900.0,47.31
1414765800.0,47.32
1414766700.0,47.41
1414767600.0,47.42
1414768500.0,47.36
1414769400.0,47.34
1414770300.0,47.39
1414771200.0,47.31
1414772100.0,47.4
1414773000.0,47.39
1414773900.0,47.37
1414774800.0,47.24
1414775700.0,47.37
1414776600.0,47.37
1414777500.0,47.38
1414778400.0,47.4
1414779300.0,47.36
1414780200.0,47.37
1414781100.0,47.3
1414782000.0,47.35
1414782900.0,47.34
1414783800.0,47.34
1414784700.0,47.27
1414785600.0,47.32
1414786500.0,47.33
1414787400.0,47.29
1414788300.0,47.29
1414789200.0,47.27
1414790100.0,47.27
1414791000.0,47.26
1414791900.0,47.26
1414792800.0,47.28
1414793700.0,47.26
1414794600.0,47.23
1414795500.0,47.28
1414796400.0,47.25
1414797300.0,47.24
1414798200.0,47.11
1414799100.0,47.24
1414800000.0,47.24
1414800900.0,47.25
1414801800.0,47.23
1414802700.0,47.24
1414803600.0,47.24
1414804500.0,47.23
1414805400.0,47.21
1414806300.0,47.22
1414807200.0,47.22
1414808100.0,47.22
1414809000.0,47.23
1414809900.0,47.23
1414810800.0,47.21
1414811700.0,47.22
1414812600.0,47.23
1414813500.0,47.22
1414814400.0,47.22
1414815300.0,47.22
1414816200.0,47.24
1414817100.0,47.21
1414818000.0,47.21
1414818900.0,47.2
1414819800.0,47.21
1414820700.0,47.2
1414821600.0,47.21
1414822500.0,47.2
1414823400.0,47.2
1414824300.0,47.18
1414825200.0,47.2
1414826100.0,47.2
1414827000.0,47.2
1414827900.0,47.2
1414828800.0,47.2
1414829700.0,47.2
1414830600.0,47.2
1414831500.0,47.19
1414832400.0,47.2
1414833300.0,47.2
1414834200.0,47.2
1414835100.0,47.2
1414836000.0,47.2
1414836900.0,47.2
1414837800.0,47.18
1414838700.0,47.19
1414839600.0,47.19
1414840500.0,47.2
1414841400.0,47.19
1414842300.0,47.2
1414843200.0,47.19
1414844100.0,47.2
1414845000.0,47.19
1414845900.0,47.19
1414846800.0,47.19
1414847700.0,47.19
1414848600.0,47.19
1414849500.0,47.18
1414850400.0,47.19
1414851300.0,47.19
1414852200.0,47.19
1414853100.0,47.17
1414854000.0,47.17
1414972800.0,46.97
1414973700.0,46.97
1414974600.0,46.97
1414975500.0,46.97
1414976400.0,46.97
1414977300.0,46.97
1414978200.0,46.97
1414979100.0,46.97
1414980000.0,46.97
1414980900.0,46.97
1414981800.0,46.97
1414982700.0,46.97
1414983600.0,46.97
1414984500.0,46.97
1414985400.0,46.97
1414986300.0,46.97
1414987200.0,46.97
1414988100.0,46.96
1414989000.0,46.96
1414989900.0,46.97
1414990800.0,46.97
1414991700.0,46.97
1414992600.0,46.97
1414993500.0,46.97
1414854900.0,47.14
1414855800.0,47.18
1414856700.0,47.16
1414857600.0,47.15
1414858500.0,47.18
1414859400.0,47.17
1414860300.0,47.16
1414861200.0,47.17
1414862100.0,47.17
1414863000.0,47.17
1414863900.0,47.13
1414864800.0,47.15
1414865700.0,47.15
1414866600.0,47.14
1414867500.0,47.15
1414868400.0,47.15
1414869300.0,47.14
1414870200.0,47.14
1414871100.0,47.14
1414872000.0,47.13
1414872900.0,47.13
1414873800.0,47.12
1414874700.0,47.13
1414875600.0,47.12
1414876500.0,47.12
1414877400.0,47.12
1414878300.0,47.11
1414879200.0,47.12
1414880100.0,47.12
1414881000.0,47.11
1414881900.0,47.11
1414882800.0,47.11
1414883700.0,47.11
1414884600.0,47.11
1414885500.0,47.11
1414886400.0,47.11
1414887300.0,47.11
1414888200.0,47.11
1414889100.0,47.11
1414890000.0,47.11
1414890900.0,47.11
1414891800.0,47.11
1414892700.0,47.11
1414893600.0,47.11
1414894500.0,47.11
1414895400.0,47.11
1414896300.0,47.11
1414897200.0,47.11
1414898100.0,47.11
1414899000.0,47.11
1414899900.0,47.11
1414900800.0,47.11
1414901700.0,47.11
1414902600.0,47.11
1414903500.0,47.11
1414904400.0,47.11
1414905300.0,47.11
1414906200.0,47.11
1414907100.0,47.11
1414908000.0,47.11
1414908900.0,47.11
1414909800.0,47.11
1414910700.0,47.11
1414911600.0,47.11
1414912500.0,47.11
1414913400.0,47.11
1414914300.0,47.12
1414915200.0,47.11
1414916100.0,47.12
1414917000.0,47.11
1414917900.0,47.11
1414918800.0,47.11
1414919700.0,47.12
1414920600.0,47.12
1414921500.0,47.12
1414922400.0,47.11
1414923300.0,47.12
1414924200.0,47.12
1414925100.0,47.12
1414926000.0,47.11
1414926900.0,47.12
1414927800.0,47.12
1414928700.0,47.12
1414929600.0,47.12
1414930500.0,47.12
1414931400.0,47.12
1414932300.0,47.12
1414933200.0,47.12
1414934100.0,47.11
1414935000.0,47.11
1414935900.0,47.1
1414936800.0,47.12
1414937700.0,47.12
1414938600.0,47.12
1414939500.0,47.12
1414940400.0,47.12
1414941300.0,47.11
1414942200.0,47.11
1414943100.0,47.12
1414944000.0,47.11
1414944900.0,47.1
1414945800.0,47.09
1414946700.0,47.1
1414947600.0,47.09
1414948500.0,47.09
1414949400.0,47.08
1414950300.0,47.06
1414951200.0,47.05
1414952100.0,47.05
1414953000.0,47.04
1414953900.0,47.05
1414954800.0,47.04
1414955700.0,47.03
1414956600.0,47.03
1414957500.0,47.02
1414958400.0,47.01
1414959300.0,47.01
1414960200.0,47.01
1414961100.0,47.0
1414962000.0,47.0
1414962900.0,47.0
1414963800.0,46.99
1414964700.0,46.99
1414965600.0,46.98
1414966500.0,46.98
1414967400.0,46.98
1414968300.0,46.98
1414969200.0,46.98
1414970100.0,46.97
1414971000.0,46.97
1414971900.0,46.97
1414994400.0,46.97
1414995300.0,46.97
1414996200.0,46.97
1414997100.0,46.97
1414998000.0,46.97
1414998900.0,46.97
1414999800.0,46.97
1415000700.0,46.97
1415001600.0,46.96
1415002500.0,46.97
1415003400.0,46.96
1415004300.0,46.96
1415005200.0,46.97
1415006100.0,46.96
1415007000.0,46.96
1415007900.0,46.96
1415008800.0,46.96
1415009700.0,46.96
1415010600.0,46.96
1415011500.0,46.96
1415012400.0,46.96
1415013300.0,46.96
1415014200.0,46.96
1415015100.0,46.96
1415016000.0,46.95
1415016900.0,46.96
1415017800.0,46.96
1415018700.0,46.96
1415019600.0,46.96
1415020500.0,46.95
1415021400.0,46.96
1415022300.0,46.96
1415023200.0,46.96
1415024100.0,46.96
1415025000.0,46.96
1415025900.0,46.96
1415026800.0,46.94
1415027700.0,46.95
1415028600.0,46.94
1415029500.0,46.9
1415030400.0,46.92
1415031300.0,46.9
1415032200.0,46.91
1415033100.0,46.9
1415034000.0,46.9
1415034900.0,46.89
1415035800.0,46.89
1415036700.0,46.88
1415037600.0,46.88
1415038500.0,46.88
1415039400.0,46.87
1415040300.0,46.87
1415041200.0,46.86
1415042100.0,46.86
1415043000.0,46.85
1415043900.0,46.85
1415044800.0,46.85
1415045700.0,46.84
1415046600.0,46.84
1415047500.0,46.84
1415048400.0,46.83
1415049300.0,46.83
1415050200.0,46.83
1415051100.0,46.83
1415052000.0,46.82
1415052900.0,46.83
1415053800.0,46.82
1415054700.0,46.83
1415055600.0,46.83
1415056500.0,46.82
1415057400.0,46.82
1415058300.0,46.82
1415059200.0,46.82
1415060100.0,46.81
1415061000.0,46.82
1415061900.0,46.81
1415062800.0,46.81
1415063700.0,46.8
1415064600.0,46.81
1415065500.0,46.81
1415066400.0,46.8
1415067300.0,46.8
1415068200.0,46.8
1415069100.0,46.8
1415070000.0,46.8
1415070900.0,46.8
1415071800.0,46.81
1415072700.0,46.8
1415073600.0,46.79
1415074500.0,46.81
1415075400.0,46.83
1415076300.0,46.83
1415077200.0,46.86
1415078100.0,46.87
1415079000.0,46.93
1415079900.0,46.94
1415080800.0,46.93
1415081700.0,46.96
1415082600.0,46.96
1415083500.0,46.98
1415084400.0,46.97
1415085300.0,46.98
1415086200.0,47.01
1415087100.0,47.01
1415088000.0,47.02
1415088900.0,47.02
1415089800.0,47.03
1415090700.0,47.06
1415091600.0,47.06
1415092500.0,47.06
1415093400.0,47.09
1415094300.0,47.11
1415095200.0,47.11
1415096100.0,47.11
1415097000.0,47.11
1415097900.0,47.12
1415098800.0,47.12
1415099700.0,47.13
1415100600.0,47.14
1415101500.0,47.14
1415102400.0,47.16
1415103300.0,47.16
1415104200.0,47.19
1415105100.0,47.18
1415106000.0,47.16
1415106900.0,47.18
1415107800.0,47.16
1415108700.0,47.17
1415109600.0,47.16
1415110500.0,47.14
1415111400.0,47.15
1415112300.0,47.14
1415113200.0,47.16
1415114100.0,47.14
1415115000.0,47.13
1415115900.0,47.13
1415116800.0,47.11
1415117700.0,47.11
1415118600.0,47.11
1415119500.0,47.1
1415120400.0,47.1
1415121300.0,47.09
1415122200.0,47.08
1415123100.0,47.08
1415124000.0,47.08
1415124900.0,47.07
1415125800.0,47.06
1415126700.0,47.06
1415127600.0,47.04
1415128500.0,47.05
1415129400.0,47.05
1415130300.0,47.04
1415131200.0,47.04
1415132100.0,47.04
1415133000.0,47.03
1415133900.0,47.03
1415134800.0,47.03
1415135700.0,47.03
1415136600.0,47.03
1415137500.0,47.03
1415138400.0,47.04
1415139300.0,47.04
1415140200.0,47.04
1415141100.0,47.05
1415142000.0,47.05
1415142900.0,47.05
1415143800.0,47.05
1415144700.0,47.06
1415145600.0,47.06
1415146500.0,47.07
1415147400.0,47.08
1415148300.0,47.08
1415149200.0,47.08
1415150100.0,47.09
1415151000.0,47.05
1415151900.0,47.08
1415152800.0,47.09
1415153700.0,47.07
1415154600.0,47.08
1415155500.0,47.06
1415156400.0,47.07
1415157300.0,47.05
1415158200.0,47.04
1415159100.0,47.05
1415160000.0,47.04
1415160900.0,47.04
1415161800.0,47.0
1415162700.0,47.02
1415163600.0,47.01
1415164500.0,47.01
1415165400.0,47.0
1415166300.0,47.0
1415167200.0,46.99
1415168100.0,46.99
1415169000.0,46.99
1415169900.0,46.99
1415170800.0,46.99
1415171700.0,46.99
1415172600.0,47.0
1415173500.0,46.99
1415174400.0,46.99
1415175300.0,46.99
1415176200.0,46.99
1415177100.0,46.99
1415178000.0,46.97
1415178900.0,46.98
1415179800.0,46.96
1415180700.0,46.96
1415181600.0,46.93
1415182500.0,46.94
1415183400.0,46.91
1415184300.0,46.91
1415185200.0,46.91
1415186100.0,46.92
1415187000.0,46.9
1415187900.0,46.9
1415188800.0,46.89
1415189700.0,46.89
1415190600.0,46.87
1415191500.0,46.87
1415192400.0,46.87
1415193300.0,46.86
1415194200.0,46.85
1415195100.0,46.84
1415196000.0,46.84
1415196900.0,46.83
1415197800.0,46.83
1415198700.0,46.82
1415199600.0,46.82
1415200500.0,46.82
1415201400.0,46.81
1415202300.0,46.82
1415203200.0,46.81
1415204100.0,46.81
1415205000.0,46.81
1415205900.0,46.81
1415206800.0,46.8
1415207700.0,46.8
1415208600.0,46.79
1415209500.0,46.8
1415210400.0,46.79
1415211300.0,46.8
1415212200.0,46.79
1415213100.0,46.79
1415214000.0,46.79
1415214900.0,46.79
1415215800.0,46.79
1415216700.0,46.79
1415217600.0,46.79
1415218500.0,46.79
1415219400.0,46.79
1415220300.0,46.79
1415221200.0,46.79
1415222100.0,46.8
1415223000.0,46.81
1415223900.0,46.82
1415224800.0,46.81
1415225700.0,46.82
1415226600.0,46.86
1415227500.0,46.87
1415228400.0,46.88
1415229300.0,46.9
1415230200.0,46.91
1415231100.0,46.89
1415232000.0,46.89
1415232900.0,46.87
1415233800.0,46.89
1415234700.0,46.9
1415235600.0,46.88
1415236500.0,46.89
1415237400.0,46.9
1415238300.0,46.9
1415239200.0,46.9
1415240100.0,46.9
1415241000.0,46.89
1415241900.0,46.91
1415242800.0,46.91
1415243700.0,46.93
1415244600.0,46.94
1415245500.0,46.96
1415246400.0,46.96
1415247300.0,46.99
1415248200.0,46.99
1415249100.0,46.98
1415250000.0,47.01
1415250900.0,47.01
1415251800.0,47.04
1415252700.0,47.03
1415253600.0,47.04
1415254500.0,47.04
1415255400.0,47.06
1415256300.0,47.06
1415257200.0,47.07
1415258100.0,47.09
1415259000.0,47.08
1415259900.0,47.09
1415260800.0,47.09
1415261700.0,47.09
1415262600.0,47.1
1415263500.0,47.12
1415264400.0,47.12
1415265300.0,47.13
1415266200.0,47.13
1415267100.0,47.14
1415268000.0,47.15
1415268900.0,47.15
1415269800.0,47.16
1415270700.0,47.17
1415271600.0,47.17
1415272500.0,47.18
1415273400.0,47.19
1415274300.0,47.2
1415275200.0,47.19
1415276100.0,47.23
1415277000.0,47.22
1415277900.0,47.21
1415278800.0,47.22
1415279700.0,47.22
1415280600.0,47.22
1415281500.0,47.21
1415282400.0,47.22
1415283300.0,47.22
1415284200.0,47.2
1415285100.0,47.2
1415286000.0,47.21
1415286900.0,47.2
1415287800.0,47.22
1415288700.0,47.22
1415289600.0,47.2
1415290500.0,47.22
1415291400.0,47.19
1415292300.0,47.21
1415293200.0,47.17
1415294100.0,47.21
1415295000.0,47.2
1415295900.0,47.18
1415296800.0,47.19
1415297700.0,47.18
1415298600.0,47.17
1415299500.0,47.16
1415300400.0,47.16
1415301300.0,47.16
1415302200.0,47.15
1415303100.0,47.15
1415304000.0,47.15
1415304900.0,47.14
1415305800.0,47.14
1415306700.0,47.13
1415307600.0,47.13
1415308500.0,47.12
1415309400.0,47.12
1415310300.0,47.11
1415311200.0,47.1
1415312100.0,47.1
1415313000.0,47.09
1415313900.0,47.09
1415314800.0,47.09
1415315700.0,47.08
1415316600.0,47.08
1415317500.0,47.08
1415318400.0,47.07
1415319300.0,47.08
1415320200.0,47.07
1415321100.0,47.07
1415322000.0,47.07
1415322900.0,47.07
1415323800.0,47.06
1415324700.0,47.07
1415325600.0,47.06
1415326500.0,47.07
1415327400.0,47.06
1415328300.0,47.07
1415329200.0,47.07
1415330100.0,47.07
1415331000.0,47.07
1415331900.0,47.09
1415332800.0,47.09
1415333700.0,47.1
1415334600.0,47.1
1415335500.0,47.1
1415336400.0,47.11
1415337300.0,47.11
1415338200.0,47.11
1415339100.0,47.11
1415340000.0,47.11
1415340900.0,47.12
1415341800.0,47.12
1415342700.0,47.12
1415343600.0,47.12
1415344500.0,47.12
1415345400.0,47.12
1415346300.0,47.13
1415347200.0,47.12
1415348100.0,47.13
1415349000.0,47.13
1415349900.0,47.13
1415350800.0,47.13
1415351700.0,47.13
1415352600.0,47.12
1415353500.0,47.11
1415354400.0,47.12
1415355300.0,47.11
1415356200.0,47.09
1415357100.0,47.08
1415358000.0,47.06
1415358900.0,47.04
1415359800.0,47.05
1415360700.0,47.04
1415361600.0,47.03
1415362500.0,47.03
1415363400.0,47.02
1415364300.0,47.01
1415365200.0,47.0
1415366100.0,47.0
1415367000.0,47.0
1415367900.0,46.99
1415368800.0,46.99
1415369700.0,46.99
1415370600.0,46.99
1415371500.0,46.98
1415372400.0,46.97
1415373300.0,46.97
1415374200.0,46.97
1415375100.0,46.96
1415376000.0,46.97
1415376900.0,46.96
1415377800.0,46.96
1415378700.0,46.96
1415379600.0,46.96
1415380500.0,46.96
1415381400.0,46.96
1415382300.0,46.96
1415383200.0,46.95
1415384100.0,46.96
1415385000.0,46.95
1415385900.0,46.96
1415386800.0,46.95
1415387700.0,46.95
1415388600.0,46.96
1415389500.0,46.96
1415390400.0,46.93
1415391300.0,46.96
1415392200.0,46.95
1415393100.0,46.95
1415394000.0,46.96
1415394900.0,46.99
1415395800.0,46.97
1415396700.0,46.98
1415397600.0,46.97
1415398500.0,46.97
1415399400.0,46.97
1415400300.0,46.96
1415401200.0,46.96
1415402100.0,46.97
1415403000.0,46.96
1415403900.0,46.96
1415404800.0,46.95
1415405700.0,46.96
1415406600.0,46.96
1415407500.0,46.95
1415408400.0,46.94
1415409300.0,46.96
1415410200.0,46.94
1415411100.0,46.95
1415412000.0,46.93
1415412900.0,46.94
1415413800.0,46.94
1415414700.0,46.92
1415415600.0,46.93
1415416500.0,46.94
1415417400.0,46.93
1415418300.0,46.95
1415419200.0,46.97
