time (epoch),weight (kg)
1481219100.0,59.94
1481220000.0,59.91
1481220900.0,59.9
1481221800.0,59.93
1481222700.0,59.92
1481223600.0,59.92
1481224500.0,59.91
1481225400.0,59.93
1481226300.0,59.92
1481227200.0,59.92
1481228100.0,59.89
1481229000.0,59.92
1481229900.0,59.92
1481230800.0,59.9
1481231700.0,59.92
1481232600.0,59.91
1481233500.0,59.94
1481234400.0,59.95
1481235300.0,59.95
1481236200.0,59.94
1481237100.0,59.97
1481238000.0,59.95
1481238900.0,59.95
1481239800.0,59.96
1481240700.0,59.97
1481241600.0,59.97
1481242500.0,59.99
1481243400.0,59.99
1481244300.0,59.99
1481245200.0,59.97
1481246100.0,59.94
1481247000.0,59.96
1481247900.0,59.95
1481248800.0,59.95
1481249700.0,59.96
1481250600.0,59.96
1481251500.0,59.94
1481252400.0,59.95
1481253300.0,59.95
1481254200.0,59.94
1481255100.0,59.95
1481256000.0,59.94
1481256900.0,59.94
1481257800.0,59.94
1481258700.0,59.94
1481259600.0,59.93
1481260500.0,59.94
1481261400.0,59.94
1481262300.0,59.94
1481263200.0,59.94
1481264100.0,59.95
1481265000.0,59.96
1481265900.0,59.98
1481266800.0,59.99
1481267700.0,60.0
1481268600.0,60.0
1481269500.0,60.0
1481270400.0,59.98
1481271300.0,59.99
1481272200.0,60.01
1481273100.0,60.02
1481274000.0,60.03
1481274900.0,60.03
1481275800.0,60.02
1481276700.0,60.0
1481277600.0,60.01
1481278500.0,60.01
1481279400.0,60.01
1481280300.0,60.02
1481281200.0,60.01
1481282100.0,60.01
1481283000.0,60.01
1481283900.0,60.01
1481284800.0,60.01
1481285700.0,60.01
1481286600.0,60.01
1481287500.0,60.02
1481288400.0,60.02
1481289300.0,60.06
1481290200.0,60.08
1481291100.0,60.09
1481292000.0,60.09
1481292900.0,60.1
1481293800.0,60.13
1481294700.0,60.15
1481295600.0,60.16
1481296500.0,60.16
1481297400.0,60.11
1481298300.0,60.18
1481299200.0,60.19
1481300100.0,60.22
1481301000.0,60.28
1481301900.0,60.32
1481302800.0,60.38
1481303700.0,60.36
1481304600.0,60.34
1481305500.0,60.36
1481306400.0,60.36
1481307300.0,60.37
1481308200.0,60.44
1481309100.0,60.41
1481310000.0,60.36
1481310900.0,60.34
1481311800.0,60.32
1481312700.0,60.28
1481313600.0,60.23
1481314500.0,60.2
1481315400.0,60.21
1481316300.0,60.21
1481317200.0,60.18
1481318100.0,60.16
1481319000.0,60.15
1481319900.0,60.14
1481320800.0,60.13
1481321700.0,60.11
1481322600.0,60.11
1481323500.0,60.11
1481324400.0,60.09
1481325300.0,60.09
1481326200.0,60.07
1481327100.0,60.07
1481328000.0,60.06
1481328900.0,60.06
1481329800.0,60.06
1481330700.0,60.06
1481331600.0,60.06
1481332500.0,60.06
1481333400.0,60.06
1481334300.0,60.08
1481335200.0,60.08
1481336100.0,60.08
1481337000.0,60.07
1481337900.0,60.09
1481338800.0,60.08
1481339700.0,60.07
1481340600.0,60.07
1481341500.0,60.09
1481342400.0,60.09
1481343300.0,60.09
1481344200.0,60.09
1481345100.0,60.09
1481346000.0,60.09
1481346900.0,60.11
1481347800.0,60.08
1481348700.0,60.12
1481349600.0,60.12
1481350500.0,60.13
1481351400.0,60.1
1481352300.0,60.09
1481353200.0,60.08
1481354100.0,60.09
1481355000.0,60.11
1481355900.0,60.15
1481356800.0,60.22
1481357700.0,60.26
1481358600.0,60.29
1481359500.0,60.37
1481360400.0,60.42
1481361300.0,60.58
1481362200.0,60.63
1481363100.0,60.72
1481364000.0,60.75
1481364900.0,60.75
1481365800.0,60.74
1481366700.0,60.74
1481367600.0,60.74
1481368500.0,60.74
1481369400.0,60.75
1481370300.0,60.76
1481371200.0,60.76
1481372100.0,60.76
1481373000.0,60.77
1481373900.0,60.76
1481374800.0,60.78
1481375700.0,60.74
1481376600.0,60.77
1481377500.0,60.8
1481378400.0,60.81
1481379300.0,60.81
1481380200.0,60.84
1481381100.0,60.84
1481382000.0,60.85
1481382900.0,60.85
1481383800.0,60.86
1481384700.0,60.88
1481385600.0,60.86
1481386500.0,60.86
1481387400.0,60.84
1481388300.0,60.86
1481389200.0,60.88
1481390100.0,60.89
1481391000.0,60.93
1481391900.0,60.98
1481392800.0,61.0
